date,btc_price,total_btc,transactions,addresses,days_destroyed,new_posts,new_members,wikiviews,djia,oil_price,exrate,spx500
2013-09-06,122.63,11658475,54231,58464,2098478,6533,144,7040,15191.06,109.46,0.76229,1683.99
2013-09-05,122.44,11661825,60730,57620,2777562,7509,167,7244,15063.12,107.68,0.75754,1671.71
2013-09-04,124.51,11657075,60222,63542,4871485,8109,223,6666,14922.5,108.56,0.75907,1655.17
2013-09-03,130.09,11647350,51136,57454,5550075,7535,212,7016,14927.4933333333,109.113333333333,0.758763333333333,1655.14
2013-09-02,130.45,11648650,51266,54757,4571007,8074,197,6165,14932.4866666667,109.666666666667,0.758456666666667,1655.11
2013-09-01,131.03,11636150,50456,52118,3879262,7061,170,5434,14937.48,110.22,0.75815,1655.08
2013-08-31,124.84,11638150,45578,77866,4539244,6702,230,5462,14930.87,110.66,0.7571,1653.08
2013-08-30,132.75,11624900,62603,82290,4271283,7101,177,7199,14833.96,109.09,0.7555,1639.77
2013-08-29,124.79,11627225,60716,72629,10583999,7895,204,8492,14810.31,109.05,0.74991,1632.97
2013-08-28,117.72,11622375,61525,73597,2924753,8974,197,10173,14840.95,110.86,0.74671,1638.17
2013-08-27,119.25,11613775,62187,72494,2891789,7189,204,9471,14835.47,111.676666666667,0.74695,1637.1
2013-08-26,117.52,11613250,61016,71151,3053308,6782,197,7791,14829.99,112.493333333333,0.74719,1636.03
2013-08-25,109.04,11602650,53528,48353,1162536,6326,141,5670,14824.51,113.31,0.74743,1634.96
2013-08-24,112.9,11604875,51817,48105,1850930,5876,144,6452,14776.13,113.11,0.74702,1630.48
2013-08-23,108.79,11601300,51085,54649,3474402,6179,190,8225,14946.46,112.37,0.74878,1656.78
2013-08-22,110.43,11591350,59969,72393,3533664,6539,218,10582,15010.51,112.1,0.74946,1663.5
2013-08-21,111.01,11591275,60531,70737,5894709,7256,207,11962,14963.74,115.2,0.7451,1656.96
2013-08-20,109.75,11580025,63416,70761,3123578,8046,209,12240,14941.6766666667,115.85,0.746723333333333,1652.24
2013-08-19,99.3,11580925,66539,69236,3070676,7306,178,11422,14919.6133333333,116.5,0.748346666666667,1647.52
2013-08-18,102.07,11568600,56397,65506,2372792,5833,166,7180,14897.55,117.15,0.74997,1642.8
2013-08-17,99.02,11571950,53134,42791,5850534,5829,159,7634,15002.99,115.81,0.75024,1652.35
2013-08-16,98.08,11567025,59253,69111,2508367,6187,161,11234,15010.74,115.65,0.74884,1646.06
2013-08-15,98.51,11557325,58129,69457,6341354,6608,170,13905,15046.105,115.57,0.75391,1650.945
2013-08-14,98.28,11558050,59029,66433,4532415,7457,193,15314,15081.47,115.49,0.75383,1655.83
2013-08-13,106.64,11553875,50484,61005,25193134,7145,193,11923,15091.71,115.65,0.753313333333333,1657.66
2013-08-12,107.29884,11545575,50228,75208,4578669,7121,246,11031,15101.95,115.81,0.752796666666667,1659.49
2013-08-11,104.99498,11545225,45811,70581,3419148,6257,170,5930,15112.19,115.97,0.75228,1661.32
2013-08-10,102.8,11534425,41059,51094,2089614,5591,141,5425,15337.66,116.91,0.74966,1685.39
2013-08-09,102.61802,11534150,49658,52564,3348040,7482,160,8525,15451.01,116.27,0.74738,1694.16
2013-08-08,102.3,11523225,53241,57904,3932917,7090,165,10246,15419.68,115.21,0.74957,1689.47
2013-08-07,106.56,11523975,57036,64954,2854526,6901,235,8097,15425.51,112.23,0.75142,1691.42
2013-08-06,105.6,11512075,54369,64048,2112225,6481,183,7243,15449.78,112.193333333333,0.752376666666667,1693.44
2013-08-05,106.88378,11514525,52260,61468,4185528,6579,196,8975,15474.05,112.156666666667,0.753333333333333,1695.46
2013-08-04,104.95,11509800,47903,46551,1627222,5158,147,5672,15498.32,112.12,0.75429,1697.48
2013-08-03,104.67459,11500750,45746,46413,32422936,5182,171,5456,15470.67,110.51,0.75307,1690.91
2013-08-02,103.80001,11500725,49065,53305,5208974,6523,178,6448,15518.74,110.82,0.75689,1697.37
2013-08-01,106.2,11489625,53174,103351,3867734,6770,522,7490,15612.13,110.74,0.7518,1707.14
2013-07-31,104.19,11491500,49524,82370,5676468,7916,191,8962,15658.36,111.41,0.75387,1709.67
2013-07-30,104.95555,11486875,51919,69550,4652952,6345,264,10427,15648.2466666667,111.546666666667,0.753893333333334,1708.73666666667
2013-07-29,98.7,11478400,39998,56108,6300665,6424,261,7821,15638.1333333333,111.683333333333,0.753916666666667,1707.80333333333
2013-07-28,101.04202,11477275,37302,54397,2051227,5771,188,6087,15628.02,111.82,0.75394,1706.87
2013-07-27,99.00001,11467175,33111,37554,1465542,5135,200,6006,15499.54,111.58,0.75259,1685.73
2013-07-26,97,11468700,35987,51523,2641241,6304,225,8722,15520.59,110.26,0.75334,1685.96
2013-07-25,96.39475,11464575,42530,55955,3639587,6943,284,9193,15521.97,110.69,0.7581,1685.33
2013-07-24,96.2,11455850,42304,51978,2596908,6705,213,4983,15558.83,109.28,0.75624,1691.65
2013-07-23,91.99,11456700,39963,53996,2870681,7820,336,7216,15557.7566666667,109.016666666667,0.75687,1691.18333333333
2013-07-22,95.396,11452850,39979,54206,3119065,6988,415,10985,15556.6833333333,108.753333333333,0.7575,1690.71666666667
2013-07-21,91.788,11444675,37257,46082,2737885,5848,149,5854,15555.61,108.49,0.75813,1690.25
2013-07-20,92,11444725,36884,42223,2902194,5282,182,5274,15542.24,107.32,0.75988,1685.94
2013-07-19,91.8775,11433325,36759,44457,2456794,6567,206,8113,15567.74,108.39,0.76274,1692.39
2013-07-18,93.41082,11435175,38020,48100,3048957,7112,237,8841,15545.55,108.77,0.76237,1695.53
2013-07-17,97.05,11430950,41257,53170,4000127,6919,232,7860,15543.74,109.81,0.76039,1692.09
2013-07-16,97.97,11422050,39392,54355,3032388,6570,221,7885,15545.34,109.75,0.762183333333333,1691.18333333333
2013-07-15,97.01,11422425,38784,53761,2048499,7149,219,7160,15546.94,109.69,0.763976666666667,1690.27666666667
2013-07-14,98,11410900,36738,38901,1908589,6237,166,6299,15548.54,109.63,0.76577,1689.37
2013-07-13,94.75,11414050,37970,38740,6363795,6330,231,5468,15470.52,109.94,0.7657,1680.91
2013-07-12,95.995,11409975,40313,57072,5732529,8371,212,7759,15451.85,107.89,0.76349,1676.26
2013-07-11,87.9,11399725,50045,61548,3090130,7491,259,9009,15484.26,107.47,0.75828,1682.5
2013-07-10,87.15,11402075,39238,56988,8151396,8202,227,9527,15464.3,108.1,0.78236,1680.19
2013-07-09,78.58899,11397275,39340,55835,2723814,8427,242,9473,15463.1733333333,107.923333333333,0.780553333333333,1678.46666666667
2013-07-08,75,11388600,41777,52297,1978383,8395,268,9921,15462.0466666667,107.746666666667,0.778746666666667,1676.74333333333
2013-07-07,77.64,11387975,30356,47647,2590565,6747,215,7591,15460.92,107.57,0.77694,1675.02
2013-07-06,70.942,11377475,28865,37506,5660865,5882,204,7166,15291.66,108.1,0.77948,1652.62
2013-07-05,80.04,11378650,36979,50395,5762453,7857,249,9915,15300.34,108.23,0.77473,1652.32
2013-07-04,67.85844,11373950,35292,47699,7776154,7717,286,11409,15224.69,109.27,0.76859,1640.46
2013-07-03,79.8,11366250,34560,53347,5503193,9243,256,20687,15135.84,108.82,0.77048,1631.89
2013-07-02,87,11365275,35351,51868,9614523,8936,329,34182,15086.7433333333,108.993333333333,0.768736666666667,1626.39666666667
2013-07-01,89.55,11355125,39128,56769,12991760,8758,246,11363,15037.6466666667,109.166666666667,0.766993333333333,1620.90333333333
2013-06-30,90.998,11356975,34053,49206,3974842,6793,269,9171,14988.55,109.34,0.76525,1615.41
2013-06-29,94.65,11353150,32994,50788,6895564,7200,242,6951,14932.41,109.71,0.7684,1614.08
2013-06-28,95.85301,11343975,49552,55499,4556438,9151,311,9196,14974.96,109.67,0.76711,1614.96
2013-06-27,96.63498,11345025,48324,53524,4194626,9272,281,9981,14909.6,109.29,0.76844,1606.28
2013-06-26,103.89,11340825,46797,54144,4179178,9876,281,8983,15024.49,109.05,0.76454,1613.2
2013-06-25,104.40565,11332900,44629,54518,5172031,8861,294,10845,14986.3733333333,109.043333333333,0.76352,1609.88666666667
2013-06-24,103.86665,11331950,45588,50770,3003280,9389,395,11551,14948.2566666667,109.036666666667,0.7625,1606.57333333333
2013-06-23,108.35,11321800,40963,40871,1981250,8141,280,8016,14910.14,109.03,0.76148,1603.26
2013-06-22,107.68389,11324675,44594,41462,1954581,8056,228,7461,14760.31,108.18,0.76305,1588.03
2013-06-21,109.09,11320275,42571,49708,1727293,9226,320,9706,14659.56,108.43,0.75554,1573.09
2013-06-20,107.68,11310750,52994,54098,2234427,10739,256,10162,14799.4,107.9,0.75234,1592.43
2013-06-19,111.97,11311650,47031,54530,2757006,10553,342,9608,14758.32,107.75,0.74683,1588.19
2013-06-18,107.835,11308000,46903,55778,1679554,10455,313,10787,14846.7875,107.6775,0.74733,1598.375
2013-06-17,99.9,11299700,47025,47538,1455866,9298,274,9090,14935.255,107.605,0.74783,1608.56
2013-06-16,100.52521,11301225,42966,45693,3822006,8271,204,7378,15023.7225,107.5325,0.74833,1618.745
2013-06-15,100,11297375,40076,37955,5384873,7992,255,7209,15112.19,107.46,0.74914,1628.93
2013-06-14,103.9,11288500,41531,63694,2812255,9856,327,10191,15318.23,106.12,0.74806,1651.81
2013-06-13,100,11288300,43193,60855,1734384,12030,246,11459,15179.85,103.96,0.74965,1639.04
2013-06-12,109,11277450,43302,53645,3547709,11652,311,15306,15070.18,103.19,0.7562,1626.73
2013-06-11,106.1,11279175,46417,56360,4362852,10112,296,21230,15105.48,102.956666666667,0.7562,1629.94
2013-06-10,108,11274175,45000,57169,1834324,9808,361,17230,15140.78,102.723333333333,0.7562,1633.15
2013-06-09,104.96851,11266025,42406,48672,8892211,9786,411,9970,15176.08,102.49,0.7562,1636.36
2013-06-08,111.5,11265275,46237,47541,3932971,8748,295,9499,14995.23,102.74,0.7562,1612.52
2013-06-07,107.8,11254800,52188,51054,4705195,10932,309,11553,15122.02,100.62,0.75497,1626.13
2013-06-06,110.29501,11256900,54331,60504,8957143,11438,358,11745,15238.59,101.51,0.76375,1642.81
2013-06-05,121.42,11252875,55918,65079,14045052,10763,325,12231,15248.12,99.8,0.76491,1643.38
2013-06-04,122.4051,11243600,57622,67477,2368577,10457,359,10768,15178.9533333333,99.9866666666667,0.76492,1636.44
2013-06-03,120.56663,11243375,60118,63518,3140875,9687,417,12313,15109.7866666667,100.173333333333,0.76493,1629.5
2013-06-02,129.3,11232250,52048,51180,2684924,9166,440,11008,15040.62,100.36,0.76494,1622.56
2013-06-01,120.60293,11232900,54311,50677,2626027,9599,373,12542,14960.59,102.72,0.76944,1608.9
2013-05-31,129.19945,11220925,52390,59033,8397401,10651,368,16261,15177.54,105.56,0.76664,1631.38
2013-05-30,132.3,11222850,57616,63472,4960431,11236,360,16629,15254.03,105.21,0.77233,1640.42
2013-05-29,130.99589,11218200,55060,63212,4210870,11977,339,20255,15115.57,105.8,0.77843,1630.74
2013-05-28,129.97994,11209825,54919,66689,4252774,10267,449,18484,15185.2233333333,105.566666666667,0.776673333333333,1638.63
2013-05-27,133.5,11209775,55138,59658,1448306,11025,366,11286,15254.8766666667,105.333333333333,0.774916666666667,1646.52
2013-05-26,132.60997,11198625,40722,59395,965754,8785,287,10550,15324.53,105.1,0.77316,1654.41
2013-05-25,134.04701,11201425,39879,52307,14865869,9338,311,9794,15302.8,103.38,0.77293,1648.36
2013-05-24,126.7,11197400,55836,68107,2988329,10781,347,15253,15409.39,103.11,0.77369,1660.06
2013-05-23,131.5,11187500,59789,67558,2894274,10428,348,15818,15303.1,101.5,0.77869,1649.6
2013-05-22,125.67,11189050,54824,65171,2135736,11532,418,14980,15294.5,103.87,0.77405,1650.51
2013-05-21,122.02,11185025,53981,67890,1868880,11844,431,15375,15298.7233333333,103.936666666667,0.77461,1652.12333333333
2013-05-20,122.5,11176375,48821,63976,2177603,11860,407,17673,15302.9466666667,104.003333333333,0.77517,1653.73666666667
2013-05-19,122.65001,11177150,50093,56966,1993973,9450,314,17606,15307.17,104.07,0.77573,1655.35
2013-05-18,123.32,11173700,47090,55552,6760613,9375,326,12596,15387.58,103.37,0.77908,1669.16
2013-05-17,123.74995,11165250,58731,55716,2614963,11379,351,16369,15335.28,103.51,0.7762,1666.29
2013-05-16,124.49,11166175,60896,64560,3112026,12676,459,18284,15354.4,102.04,0.77625,1667.47
2013-05-15,112,11162150,60543,68388,7402098,11897,936,18008,15233.22,101.63,0.77297,1650.47
2013-05-14,114.98499,11154125,66470,70212,3069549,13290,358,17233,15247.3766666667,101.23,0.77196,1653.24
2013-05-13,119,11154850,63287,68323,2068169,10737,371,17589,15261.5333333333,100.83,0.77095,1656.01
2013-05-12,115.68,11151175,62190,58799,2304224,10172,364,10172,15275.69,100.43,0.76994,1658.78
2013-05-11,114.32,11142850,73402,61435,7316599,11522,412,10850,15215.25,101.79,0.77129,1650.34
2013-05-10,115.4,11142225,70410,67240,5053019,11623,657,13767,15091.68,102.14,0.7672,1633.77
2013-05-09,113.35,11131800,67937,69602,3786891,13218,1270,15377,15118.49,103.77,0.7598,1633.7
2013-05-08,109.56154,11133675,50439,70728,2536036,13842,868,16456,15082.62,101.24,0.7647,1626.67
2013-05-07,113.95001,11129525,47359,95352,4669155,11368,755,16280,15090.12,100.98,0.764833333333333,1628.67666666667
2013-05-06,115.98,11120550,59215,69183,2729247,12768,585,18561,15097.62,100.72,0.764966666666667,1630.68333333333
2013-05-05,120.94999,11121050,50332,64381,4527940,10928,556,13138,15105.12,100.46,0.7651,1632.69
2013-05-04,117.89001,11116975,49419,55974,4044481,10494,842,13847,15056.2,102.14,0.762,1625.96
2013-05-03,103.3,11109450,48349,56115,14873997,9358,482,23849,14968.89,103.1,0.7654,1617.5
2013-05-02,93.15,11109275,55429,65415,6499154,11093,803,26339,14973.96,104.55,0.7586,1614.42
2013-05-01,105.00003,11105600,57278,67744,7617711,9821,372,23396,14831.58,103.83,0.7594,1597.59
2013-04-30,144.54,11098275,50437,61672,3919949,9372,410,19912,14788.0366666667,103.976666666667,0.7608,1592.62666666667
2013-04-29,139.109,11098475,51776,73560,5306881,9810,869,18990,14744.4933333333,104.123333333333,0.7622,1587.66333333333
2013-04-28,141.50002,11087150,50009,73687,3273131,7890,583,17404,14700.95,104.27,0.7636,1582.7
2013-04-27,137,11090225,40986,107554,6405801,7277,634,12975,14839.8,101.57,0.76672,1597.57
2013-04-26,128.00001,11086050,55264,72592,3383214,9300,535,17689,14818.75,102.7,0.7688,1593.61
2013-04-25,135.601,11076050,56533,74621,13392759,10155,574,17721,14712.55,102.17,0.7682,1582.24
2013-04-24,142.5,11077775,61214,73729,6683370,10630,671,19820,14700.8,101.31,0.76956,1585.16
2013-04-23,153.20019,11073800,61668,78421,10450354,9638,617,22124,14692.6333333333,102.07,0.76824,1583.03666666667
2013-04-22,136.08099,11064875,57304,72900,5339100,8922,521,21510,14684.4666666667,102.83,0.76692,1580.91333333333
2013-04-21,127.5,11065450,46737,77777,10660362,8535,448,17883,14676.3,103.59,0.7656,1578.79
2013-04-20,125,11061400,48302,62602,4730462,8352,511,16823,14719.46,103.79,0.76595,1578.78
2013-04-19,123.86,11053700,48016,61190,5099989,10232,523,27574,14567.17,105.18,0.7661,1562.5
2013-04-18,93.9,11053425,57863,87326,6097391,10215,628,40052,14547.51,105,0.76717,1555.25
2013-04-17,96.5,11050300,56706,86804,7625994,10579,638,41309,14537.14,104.6,0.7588,1541.61
2013-04-16,85.59999,11042475,56164,84698,26044894,10173,645,48858,14564.29,103.173333333333,0.761203333333333,1545.07666666667
2013-04-15,100,11042050,65797,79311,11671398,8937,659,59554,14591.44,101.746666666667,0.763606666666667,1548.54333333333
2013-04-14,91,11031225,55471,57893,5905214,6959,541,48983,14618.59,100.32,0.76601,1552.01
2013-04-13,91,11033475,53417,57080,10676727,9002,692,53789,14756.78,98.34,0.7634,1574.57
2013-04-12,124.9,11029400,55361,72076,14405332,13054,913,129275,14599.2,101.53,0.7625,1552.36
2013-04-11,76.488,11020175,68407,96628,38783212,12412,924,121564,14865.06,102.88,0.76597,1588.85
2013-04-10,123.40098,11021100,67725,100830,52694515,10374,759,114783,14865.14,102.39,0.76451,1593.37
2013-04-09,186.96,11008975,68820,102016,21890887,11262,809,67245,14844.1733333333,102.133333333333,0.765506666666667,1591.49
2013-04-08,237.99,11012400,61680,94011,15825007,9668,713,55518,14823.2066666667,101.876666666667,0.766503333333333,1589.61
2013-04-07,184,11008200,63470,93700,9201496,7286,527,31684,14802.24,101.62,0.7675,1587.73
2013-04-06,142.1,10997875,58820,74149,9661063,6979,496,28431,14673.46,100.71,0.7697,1568.61
2013-04-05,142.49765,10999925,61373,84264,34693218,8216,602,44385,14613.48,99.25,0.7735,1563.07
2013-04-04,143.8,10995725,56063,82343,23576222,8600,610,60158,14565.25,99.07,0.7782,1553.28
2013-04-03,117.34,10986575,69048,86046,24086368,9850,702,58571,14606.11,98.94,0.78,1559.98
2013-04-02,138.79,10988125,63276,72700,26113352,7568,505,32689,14587.5233333333,98.4533333333333,0.7794,1557.88333333333
2013-04-01,108.73,10975275,60268,70819,9211119,6615,453,37108,14568.9366666667,97.9666666666667,0.7788,1555.78666666667
2013-03-31,92.5,10979300,52469,55367,3780046,4730,291,21839,14550.35,97.48,0.7782,1553.69
2013-03-30,92.50001,10973850,59196,60965,16326590,4991,342,27925,14662.01,96.84,0.7809,1570.25
2013-03-29,90.99999,10964075,59787,60390,8576370,5706,368,35064,14572.85,97.88,0.78028,1562.17
2013-03-28,88.8,10965775,66205,69638,10100397,6754,369,39365,14578.54,99.32,0.7826,1569.19
2013-03-27,93.56701,10961225,53207,58532,9441164,6801,401,30379,14526.16,100.58,0.7776,1562.85
2013-03-26,88.9,10952900,51993,56615,11371172,6486,309,25523,14537.3233333333,101.593333333333,0.777633333333333,1563.15666666667
2013-03-25,71.93,10953600,47247,56598,11718611,6368,321,30614,14548.4866666667,102.606666666667,0.777666666666667,1563.46333333333
2013-03-24,73.88798,10949700,51335,57217,8002473,4701,249,24208,14559.65,103.62,0.7777,1563.77
2013-03-23,70.1,10941700,49834,57950,14496356,4519,283,53165,14447.75,104.8,0.76781,1551.69
2013-03-22,70.25,10940875,58002,50716,14193600,5382,280,48992,14512.03,104.08,0.7749,1556.89
2013-03-21,71.5,10930400,55564,52089,10648179,5525,322,28110,14466.76,103.62,0.7727,1551.345
2013-03-20,73.8,10930000,53840,51230,6446598,5449,281,20513,14421.49,103.16,0.77737,1545.8
2013-03-19,52.12,10919100,42579,49153,8358526,5059,266,17419,14451.57,103.433333333333,0.775746666666667,1550.10333333333
2013-03-18,57.76,10919750,43485,46404,6179988,3696,177,13501,14481.65,103.706666666667,0.774123333333333,1554.40666666667
2013-03-17,47.65,10907825,39391,42920,3499190,3428,171,8291,14511.73,103.98,0.7725,1558.71
2013-03-16,46.9,10910350,34164,41008,5636980,2951,141,8000,14455.82,105.09,0.77563,1548.34
2013-03-15,47.11,10905275,62776,51708,5012939,3484,154,10239,14452.06,107.82,0.7685,1552.1
2013-03-14,47.25005,10896450,60064,51067,6934457,3901,191,13166,14514.11,109.66,0.7717,1560.7
2013-03-13,44.32,10896625,58832,47557,8856162,4042,206,14753,14539.14,108.76,0.7675,1563.23
2013-03-12,46.79999,10892000,48484,44677,7165690,5105,218,22288,14511.1866666667,108.66,0.767433333333333,1560.32666666667
2013-03-11,45.01771,10885125,44410,39137,5575288,3813,200,15852,14483.2333333333,108.56,0.767366666666667,1557.42333333333
2013-03-10,46.93,10885200,67610,42498,3261583,3652,166,12094,14455.28,108.46,0.7673,1554.52
2013-03-09,46.5,10873850,55546,41221,9723727,3435,158,11973,14450.06,108.51,0.76994,1552.48
2013-03-08,46.01112,10875925,47671,41355,5368543,3902,172,12660,14447.29,107.1,0.7627,1556.22
2013-03-07,42,10871675,64814,48391,18164723,5001,199,14883,14397.07,106.66,0.7705,1551.18
2013-03-06,42.49271,10862700,62760,53581,16362552,5147,245,13034,14329.49,106.51,0.76637,1544.26
2013-03-05,47.5,10864225,66437,52412,11463803,4796,212,10747,14318.4066666667,106.476666666667,0.766613333333333,1543.32666666667
2013-03-04,34.25,10860175,56039,45553,3981903,3410,208,9098,14307.3233333333,106.443333333333,0.766856666666667,1542.39333333333
2013-03-03,36.35,10851275,54459,35819,3759036,3171,140,7985,14296.24,106.41,0.7671,1541.46
2013-03-02,34.10007,10852050,49631,34273,5889036,3403,153,7597,14253.77,108.27,0.76823,1539.79
2013-03-01,33.36,10848250,60659,40918,6177637,3585,165,11738,14127.82,106.91,0.7657,1525.2
2013-02-28,34.87799,10840050,63021,46076,20746704,4005,140,12652,14089.66,108.54,0.7604,1518.2
2013-02-27,33.50001,10840550,60993,43778,6645610,2881,177,8251,14054.49,109.32,0.76535,1514.68
2013-02-26,30.4,10828675,62952,44197,5581467,3295,150,8339,14061.45,108.913333333333,0.765366666666667,1515.11666666667
2013-02-25,31.179,10831200,67144,44281,30992629,2610,125,8436,14068.41,108.506666666667,0.765383333333333,1515.55333333333
2013-02-24,30.25001,10827325,65164,43083,5223336,2652,109,6795,14075.37,108.1,0.7654,1515.99
2013-02-23,30.52,10817275,57795,41919,5059053,2788,134,6891,13900.13,107.51,0.75781,1496.94
2013-02-22,29.27998,10818350,62171,43738,5461297,3693,193,8908,13842.15,107.995,0.7579,1492.395
2013-02-21,30.901,10814300,58920,43549,8342099,3525,170,8004,13784.17,108.48,0.7534,1487.85
2013-02-20,29.48,10805950,58996,42228,6399108,3035,164,8604,14000.57,108.64,0.7465,1515.6
2013-02-19,29.81231,10805350,54519,39820,6249436,3157,152,11291,13960.5866666667,108.73,0.747406666666667,1511.20666666667
2013-02-18,28.78999,10794525,55598,39259,5887010,2719,167,11139,13920.6033333333,108.82,0.748313333333333,1506.81333333333
2013-02-17,27.39,10796875,46318,36918,7837205,1954,124,7575,13880.62,108.91,0.74922,1502.42
2013-02-16,25.6083,10792850,51433,37997,17246033,1538,86,6002,13927.54,110.42,0.7494,1511.95
2013-02-15,27.07009,10783050,51218,37901,9950207,2963,117,9914,13981.605,110.345,0.7489,1521.445
2013-02-14,24.3,10783475,57505,39955,6400894,3214,138,9097,14035.67,110.27,0.7438,1530.94
2013-02-13,26.53092,10779075,59090,40623,8244990,2641,114,8052,13981.76,110.42,0.74338,1519.79
2013-02-12,26.09999,10771775,57398,40152,6219088,2784,108,9738,13978.97,110.246666666667,0.744276666666667,1520.32
2013-02-11,23.97,10771050,58851,41227,3535977,2433,129,5914,13976.18,110.073333333333,0.745173333333333,1520.85
2013-02-10,24.1955,10767475,56443,45056,10179608,2339,90,5598,13973.39,109.9,0.74607,1521.38
2013-02-09,23.61458,10760125,57363,45554,3998375,2139,84,5608,13982.91,110.14,0.74804,1520.33
2013-02-08,22.15,10759400,50847,39368,9066863,2180,102,5860,14018.7,112.2,0.74686,1519.43
2013-02-07,22.15,10756000,61237,44492,4981165,2295,112,6516,13971.24,112.24,0.73943,1517.01
2013-02-06,22.15,10748650,58215,44112,4384327,2242,128,7455,13992.97,112.96,0.7363,1517.93
2013-02-05,20.99,10748500,44783,42634,7320496,2586,106,5824,13976.6633333333,113.49,0.737566666666667,1515.08333333333
2013-02-04,20.79,10744650,55005,42775,8514241,2285,111,6809,13960.3566666667,114.02,0.738833333333333,1512.23666666667
2013-02-03,21.05,10737050,57480,41685,3216828,2202,81,5956,13944.05,114.55,0.7401,1509.39
2013-02-02,21.25,10735950,56212,41758,13601580,428,126,9139,13986.52,113.74,0.73267,1512.12
2013-02-01,21.1,10725500,59382,49764,30089741,2229,95,5284,13979.3,114.19,0.7347,1511.29
2013-01-31,21.3,10727800,56756,47420,13098273,2933,150,6227,13880.08,116.23,0.73701,1495.71
2013-01-30,19.78,10723975,46104,34477,12158261,2478,123,6660,14009.79,117.04,0.7412,1513.17
2013-01-29,19.7,10713625,51703,41048,13876541,2644,122,6773,13972.4875,117.16,0.742033333333333,1509.405
2013-01-28,19.8,10715600,53617,41643,4054864,2385,116,6410,13935.185,117.28,0.742866666666667,1505.64
2013-01-27,17.71,10711550,52321,42353,11895873,2146,98,4048,13897.8825,117.4,0.7437,1501.875
2013-01-26,17.99999,10702050,52366,41077,6508467,2080,98,4024,13860.58,118.48,0.74261,1498.11
2013-01-25,17.61926,10704050,53420,40491,6777706,2567,103,5934,13910.42,118.43,0.74798,1501.96
2013-01-24,17.97,10700300,46045,39799,7538617,2854,130,7613,13954.42,117.89,0.7514,1507.84
2013-01-23,19.18999,10696825,46678,36638,6218530,2454,154,8752,13881.93,118.29,0.75109,1500.18
2013-01-22,17.5889,10690550,48267,36782,13624749,2770,119,4461,13886.6133333333,118.493333333333,0.751136666666667,1501.10666666667
2013-01-21,16.15,10689775,40199,37266,3403001,2167,128,4388,13891.2966666667,118.696666666667,0.751183333333333,1502.03333333333
2013-01-20,16.98,10686575,41371,35085,2199697,2025,72,3829,13895.98,118.9,0.75123,1502.96
2013-01-19,15.89,10678900,41636,34725,2898542,1727,76,3668,13825.33,117.17,0.75075,1494.82
2013-01-18,15.53,10679625,56455,38673,5034996,2029,112,4911,13779.33,116.61,0.7478,1494.81
2013-01-17,15.985,10676100,48100,42864,5076600,2471,102,5830,13712.21,117.03,0.7524,1492.56
2013-01-16,15.39,10672975,48021,42042,3288830,2234,111,4338,13649.7,116.06,0.7514,1485.98
2013-01-15,14.34,10667550,52197,45312,4157737,1978,120,4405,13631.8066666667,115.89,0.7501,1484.3
2013-01-14,14.47899,10666825,44560,33866,2975712,2219,94,4562,13613.9133333333,115.72,0.7488,1482.62
2013-01-13,14.3,10663650,43799,32734,3375071,1947,75,4683,13596.02,115.55,0.7475,1480.94
2013-01-12,14.31,10656000,46837,40823,2375902,1801,68,4451,13511.23,115.55,0.74839,1472.63
2013-01-11,14.34999,10656750,52749,47149,2662429,1655,109,5555,13534.89,115.42,0.7534,1472.34
2013-01-10,14.29999,10653775,54662,48496,5207166,2116,106,5019,13507.32,115.22,0.766,1470.68
2013-01-09,13.84,10644700,51393,43702,5712860,2197,110,5172,13488.43,113.92,0.76439,1472.05
2013-01-08,13.87998,10647100,38624,38444,4355310,2214,89,5689,13482.6933333333,113.906666666667,0.76356,1472.07333333333
2013-01-07,13.83,10643750,35390,36996,2055052,1767,88,6575,13476.9566666667,113.893333333333,0.76273,1472.09666666667
2013-01-06,13.54,10640150,40860,39233,1370929,1828,91,6819,13471.22,113.88,0.7619,1472.12
2013-01-05,13.52999,10633200,39596,41729,3538133,1738,84,7216,13390.51,114.59,0.76526,1461.02
2013-01-04,13.548,10632425,38931,41926,3812690,1848,94,6172,13328.85,113.68,0.7673,1457.15
2013-01-03,13.42,10628700,49926,37428,2940399,1901,95,5483,13384.29,112.72,0.7586,1461.89
2013-01-02,13.464,10621575,39433,34292,2053182,1750,92,4154,13435.21,111.71,0.7577,1466.47
2013-01-01,13.4,10621175,38986,33739,2928461,1240,55,2746,13424.2475,111.535,0.757633333333333,1464.695
2012-12-31,13.57,10617275,28620,26713,11795538,1440,87,3025,13413.285,111.36,0.757566666666667,1462.92
2012-12-30,13.59,10610125,45447,36923,1846915,1444,83,2973,13402.3225,111.185,0.7575,1461.145
2012-12-29,13.56998,10608975,43751,35482,2201831,1347,83,3181,13391.36,111.01,0.75599,1459.37
2012-12-28,13.51,10598500,39248,30563,2406201,1392,92,3444,13412.55,110.97,0.7547,1462.42
2012-12-27,13.6499,10601625,43787,31561,1520708,1481,106,3539,13104.14,111.72,0.7561,1426.19
2012-12-26,13.47,10597225,43119,24736,1606864,1428,90,3164,12938.11,111.32,0.7587,1402.43
2012-12-25,13.45,10593200,35740,24110,1367122,1086,65,2814,12990.8433333333,110.98,0.7587,1407.65333333333
