date,btc_price,total_btc,transactions,addresses,days_destroyed,new_posts,new_members,wikiviews,djia,oil_price,exrate,spx500
2014-05-01,452.03,12720400,60401,132989,2092532,17442,413,11309,16580.84,110.9,0.72102,1883.95
2014-04-30,460.01,12716150,63657,134499,2424249,18210,403,14593,16535.37,109.74,0.72392,1878.33
2014-04-29,449,12706825,63947,137816,4104753,17577,499,11049,16506.4933333333,109.783333333333,0.723236666666667,1875.36333333333
2014-04-28,438.8,12708300,64207,146280,1788238,17303,677,12642,16477.6166666667,109.826666666667,0.722553333333333,1872.39666666667
2014-04-27,447,12704350,52629,133142,1651652,16367,488,8836,16448.74,109.87,0.72187,1869.43
2014-04-26,440.1,12694425,50392,147987,1756096,14578,854,7085,16361.46,108.78,0.72251,1863.4
2014-04-25,502.15,12696025,58437,154706,2158048,17511,613,11773,16501.65,108.37,0.72296,1878.61
2014-04-24,459.15,12691575,72694,157853,3496658,18295,649,9680,16501.65,108.26,0.72363,1875.39
2014-04-23,491.6,12681750,67659,129810,5769459,16688,510,10064,16514.37,108.19,0.72411,1879.55
2014-04-22,498.38,12683800,72147,162297,3210814,16622,445,9854,16501.346,108.183333333333,0.724373333333333,1878.018
2014-04-21,493.33,12679425,58110,150856,1708052,14457,508,10025,16488.322,108.176666666667,0.724636666666667,1876.486
2014-04-20,496.5,12669525,57961,124225,287469,13353,705,7508,16475.298,108.17,0.7249,1874.954
2014-04-19,482.11,12671150,49394,118692,2715908,13630,500,8463,16462.274,108.3,0.72384,1873.422
2014-04-18,499.9,12666900,56996,127435,5144347,14592,442,9315,16449.25,109.48,0.724,1871.89
2014-04-17,479.98,12657050,56600,123771,3545679,16678,464,15094,16408.54,109.48,0.72322,1864.85
2014-04-16,523,12658925,67212,149841,18065220,17705,474,14964,16424.85,108.63,0.72401,1862.31
2014-04-15,511.5,12654575,72809,142870,3236911,17502,472,11445,16370.7533333333,108.63,0.72392,1855.86666666667
2014-04-14,489.91,12644600,74882,166401,2859160,16519,430,12828,16316.6566666667,108.63,0.72383,1849.42333333333
2014-04-13,423.37,12645975,64331,156895,1577317,13882,635,8814,16262.56,108.63,0.72374,1842.98
2014-04-12,405,12641425,47740,150009,1296218,12363,1304,8627,16173.24,109.89,0.72222,1830.61
2014-04-11,424.98,12632500,51907,124543,6536699,14803,975,11325,16026.75,109.12,0.72013,1815.69
2014-04-10,441.93,12632450,66874,159374,13481561,16102,1763,14351,16170.22,109.53,0.72176,1833.08
2014-04-09,401,12628725,65153,165795,2938453,15004,509,16749,16437.18,109.79,0.72499,1872.18
2014-04-08,443.1,12620425,64278,144875,1778659,15576,387,11186,16376.8333333333,109.353333333333,0.725873333333333,1865.44
2014-04-07,458,12620725,70101,136394,7262542,14909,369,12121,16316.4866666667,108.916666666667,0.726756666666667,1858.7
2014-04-06,447.74,12616825,50010,134360,2584550,12743,475,9039,16256.14,108.48,0.72764,1851.96
2014-04-05,459.67,12608050,47456,163904,11164185,13270,525,11694,16245.87,108.54,0.72971,1845.04
2014-04-04,448.72,12609625,59610,154707,1652514,15801,499,18801,16412.71,109.69,0.72866,1865.09
2014-04-03,446.01,12605150,67075,144468,14030081,17408,488,22299,16572.55,109.79,0.72631,1888.77
2014-04-02,446.31,12596125,67292,137224,2367084,18044,509,19334,16573,109.71,0.72491,1890.9
2014-04-01,457.49,12594925,66756,155429,2903188,15618,377,16668,16559.5366666667,109.506666666667,0.725256666666667,1889.10666666667
2014-03-31,479.51,12584000,65448,157020,3155846,17088,469,19360,16546.0733333333,109.303333333333,0.725603333333333,1887.31333333333
2014-03-30,457,12585825,63096,137342,4284850,17694,520,12116,16532.61,109.1,0.72595,1885.52
2014-03-29,499.6,12581625,55333,127427,3500882,16061,786,10552,16457.66,107.68,0.72716,1872.34
2014-03-28,499.94,12571950,67079,126941,5554495,18815,698,15477,16323.06,107.34,0.72773,1857.62
2014-03-27,503,12573625,69155,163425,6333260,18331,609,19534,16293.645,107.22,0.72558,1853.33
2014-03-26,585.79,12569050,70940,146839,1927480,19985,740,26979,16264.23,107.1,0.72364,1849.04
2014-03-25,585.7,12559900,71883,146464,5567422,19255,684,20071,16265.8166666667,107.196666666667,0.723293333333333,1850.21333333333
2014-03-24,580.02,12560925,72484,145432,2833682,18009,563,16781,16267.4033333333,107.293333333333,0.722946666666667,1851.38666666667
2014-03-23,563.01,12557150,67382,126956,1346701,16715,561,15553,16268.99,107.39,0.7226,1852.56
2014-03-22,567.13,12547650,66673,131768,15266748,16760,881,17983,16367.88,105.83,0.72487,1865.62
2014-03-21,557,12547050,69139,137388,5503403,18459,861,36207,16276.69,104.89,0.72558,1857.44
2014-03-20,611.2,12535450,73981,136364,8077114,18969,675,21584,16302.77,106.41,0.72363,1866.52
2014-03-19,590,12538125,73804,141026,4849642,19934,2530,17269,16331.05,104.88,0.71783,1872.01
2014-03-18,608.41,12533950,67419,130586,5343136,19235,1657,18483,16294.7566666667,104.376666666667,0.717903333333333,1868.26333333333
2014-03-17,634.99,12523675,57881,162111,3127371,17879,1395,18218,16258.4633333333,103.873333333333,0.717976666666667,1864.51666666667
2014-03-16,624.7,12526450,59332,140722,2002129,16824,1211,12563,16222.17,103.37,0.71805,1860.77
2014-03-15,634.94,12522000,58730,121995,1729680,16620,859,13476,16336.19,105.7,0.71875,1872.25
2014-03-14,641.01,12511700,65898,135298,3346363,18064,593,20185,16247.22,105.95,0.72122,1858.83
2014-03-13,636.47,12513675,72805,139218,6103123,17490,664,22982,16065.67,106.64,0.71919,1841.13
2014-03-12,642.61,12510200,75356,165883,4012246,17354,741,27574,16108.89,106.58,0.7216,1846.34
2014-03-11,629.33,12499300,76019,155145,17158834,18198,717,28137,16185.9533333333,106.353333333333,0.72124,1853.62666666667
2014-03-10,622.9,12501775,70884,152037,103622683,18932,10104,31547,16263.0166666667,106.126666666667,0.72088,1860.91333333333
2014-03-09,621.99,12497575,66786,164890,3041495,17377,5314,26032,16340.08,105.9,0.72052,1868.2
2014-03-08,631.99,12487050,61289,149419,3644391,17405,4543,39588,16351.25,107.01,0.72053,1867.63
2014-03-07,609,12489350,72345,154394,173297972,20360,2239,116943,16418.68,106.59,0.72134,1877.17
2014-03-06,621.3,12484975,69559,154757,3511814,21720,1937,89911,16452.72,107.2,0.72811,1878.04
2014-03-05,673.28,12474675,71619,172202,7366268,20805,755,44517,16421.89,105.73,0.72774,1877.03
2014-03-04,664.85,12476750,84600,180104,6905567,22716,671,33075,16401.32,105.803333333333,0.727813333333333,1875.95666666667
2014-03-03,677.61,12472725,85916,201394,7155425,20142,651,32545,16380.75,105.876666666667,0.727886666666667,1874.88333333333
2014-03-02,567.48,12469250,72585,134483,5061433,17950,545,28406,16360.18,105.95,0.72796,1873.81
2014-03-01,559.88,12462775,63402,139563,9888843,18332,627,46581,16395.88,106.79,0.72585,1873.91
2014-02-28,571.5,12461975,63344,151446,11339608,20202,625,65802,16168.03,106.99,0.72953,1845.73
2014-02-27,585.21,12450325,71658,162312,3388086,20582,655,43361,16321.71,108.08,0.73089,1859.45
2014-02-26,585.17,12453575,71897,164199,3006261,21404,710,62889,16272.65,107.48,0.72748,1854.29
2014-02-25,585.38,12449025,71527,166920,12955451,25623,851,91936,16247.9033333333,107.613333333333,0.727656666666667,1851.24666666667
2014-02-24,611.05,12438000,84004,193162,7588410,22353,644,20883,16223.1566666667,107.746666666667,0.727833333333333,1848.20333333333
2014-02-23,545,12440250,60198,167219,1866988,18037,555,16088,16198.41,107.88,0.72801,1845.16
2014-02-22,626.77,12435700,58632,142019,1428208,17555,545,18453,16189.035,108.115,0.72791,1845.14
2014-02-21,563,12425750,59691,156400,5557046,19982,680,24181,16179.66,108.35,0.7288,1845.12
2014-02-20,566.16,12427050,71144,165370,4535355,23225,742,34748,16207.14,108.27,0.72831,1847.61
2014-02-19,582.7,12422850,71666,159962,5980716,20246,812,32605,16103.3,109.14,0.72664,1836.25
2014-02-18,629.96,12413625,66351,132286,4964235,18435,764,33291,16113.2766666667,108.756666666667,0.727656666666667,1837.42666666667
2014-02-17,626.77,12413800,60853,163002,2463685,20500,774,19706,16123.2533333333,108.373333333333,0.728673333333333,1838.60333333333
2014-02-16,642,12409625,57119,114626,4110418,20286,825,18488,16133.23,107.99,0.72969,1839.78
2014-02-15,670.29,12401425,56785,128245,2765394,16758,789,16678,16086.895,108.07,0.72993,1834.265
2014-02-14,651.42,12400650,74889,127810,4638184,20602,750,24706,16040.56,108.15,0.73106,1828.75
2014-02-13,672.1,12389250,76660,148377,2542128,19893,707,20093,16130.4,109.17,0.73583,1840.76
2014-02-12,675.1,12391375,66888,124023,6004871,20416,794,20503,16154.39,111.26,0.73319,1838.63
2014-02-11,667.01,12386875,67229,121999,5932979,22453,885,21207,16112.1233333333,110.5,0.733063333333333,1835.69666666667
2014-02-10,670,12377400,62872,121449,4147602,22224,778,33148,16069.8566666667,109.74,0.732936666666667,1832.76333333333
2014-02-09,680.8,12378525,67622,110355,3469666,18839,829,22882,16027.59,108.98,0.73281,1829.83
2014-02-08,710,12374700,65009,112334,1959709,18665,1594,27228,15963.94,108.54,0.73425,1819.26
2014-02-07,707,12365575,64069,131014,6307031,22824,1918,41115,15994.77,109.39,0.73572,1819.75
2014-02-06,781,12366550,71870,143631,138634893,22066,1830,33298,15801.79,109.19,0.73882,1799.84
2014-02-05,778,12362425,67529,142991,13208015,21286,1256,33004,15794.08,109.76,0.73987,1797.02
2014-02-04,800,12353550,67952,139743,4210232,20004,1104,46730,15738.8966666667,109.516666666667,0.739703333333333,1789.15666666667
2014-02-03,814.34,12353975,65812,151697,1827417,18457,1051,29972,15683.7133333333,109.273333333333,0.739536666666667,1781.29333333333
2014-02-02,813.8,12341775,52483,152868,2191838,18946,1139,24716,15628.53,109.03,0.73937,1773.43
2014-02-01,819.57,12344900,50400,112877,4865914,18161,842,28154,15440.23,109.42,0.74139,1751.64
2014-01-31,800,12340450,56840,131259,2350012,17459,771,29412,15445.24,110.37,0.73753,1755.2
2014-01-30,802.5,12330150,60799,132531,3252381,19462,817,35815,15372.8,110.14,0.73214,1741.89
2014-01-29,799.37,12330925,60919,129214,4371707,20777,850,42111,15698.85,108.63,0.73233,1782.59
2014-01-28,747.57,12326925,61786,134406,4152514,20872,1045,57385,15736.29,108.7175,0.73198,1785.49
2014-01-27,800.2,12318250,64374,135152,4037745,23458,1119,53066,15773.73,108.805,0.73163,1788.39
2014-01-26,777,12318825,60746,145032,1439134,23905,989,26071,15811.17,108.8925,0.73128,1791.29
2014-01-25,780.02,12314800,51630,107992,3840341,20712,858,23443,15848.61,108.98,0.73057,1794.19
2014-01-24,806,12306150,65600,108098,5272225,22756,952,35102,15738.79,108.62,0.73051,1774.2
2014-01-23,789.1,12306925,67893,127984,2629008,21250,1001,40749,15928.56,109.21,0.73843,1792.5
2014-01-22,824.78,12294000,63527,132174,5453349,21873,965,53395,15837.88,110.18,0.73751,1781.56
2014-01-21,813.05,12297575,72577,131062,4156436,22433,894,47588,15851.6233333333,110.16,0.737693333333333,1784.47
2014-01-20,822.56,12292825,71521,136930,4515816,21438,819,35066,15865.3666666667,110.14,0.737876666666667,1787.38
2014-01-19,811.2,12282175,58819,95238,3235536,19605,811,25460,15879.11,110.12,0.73806,1790.29
2014-01-18,833,12283950,51573,94782,2084893,17081,604,27989,16197.35,108.15,0.73923,1828.46
2014-01-17,801.53,12279350,53290,95634,3332107,17995,793,52735,16373.34,106.81,0.73432,1844.86
2014-01-16,841.83,12270750,58397,108455,4891360,19137,745,47710,16414.44,107.04,0.73533,1843.8
2014-01-15,830.9,12271450,61612,110024,9212176,19622,708,41738,16458.56,106.55,0.73161,1838.7
2014-01-14,847.7,12259225,60392,115087,3999478,20448,815,34994,16444.71,107.086666666667,0.731583333333333,1841.09666666667
2014-01-13,844.04,12262175,55579,133710,4725219,20222,809,34605,16430.86,107.623333333333,0.731556666666667,1843.49333333333
2014-01-12,807.83,12258325,50537,110334,13517660,18597,851,26450,16417.01,108.16,0.73153,1845.89
2014-01-11,851,12247475,49308,98958,4180310,17883,805,26294,16481.94,109.36,0.73143,1848.38
2014-01-10,826.28,12248500,56464,108863,2679764,20133,824,41724,16373.86,108.83,0.73491,1838.88
