Date,btc_price,eth_price
2017-12-19,17737.1116667,826.822998
2017-12-18,18961.8566667,794.64502
2017-12-17,19279.9,719.974976
2017-12-16,19498.6833333,696.208984
2017-12-15,17771.9,684.447998
2017-12-14,16252.31,695.815979
2017-12-13,16808.3666667,702.767029
2017-12-12,17276.3933333,651.43103
2017-12-11,15068.95,515.135986
2017-12-10,14869.805,441.721008
2017-12-09,15142.8341521,473.502014
2017-12-08,16860.88,456.031006
2017-12-07,16501.9716667,434.40799
2017-12-06,13540.98,428.588013
2017-12-05,11591.22,463.281006
2017-12-04,11584.83,470.20401
2017-12-03,11332.622,465.852997
2017-12-02,10879.88,463.449005
2017-12-01,10883.912,466.540009
2017-11-30,10147.372,447.114014
2017-11-29,9919,427.52301
2017-11-28,9952.50882,472.902008
2017-11-27,9718.29505,480.355011
2017-11-26,8768.8,471.329987
2017-11-25,8707.40726667,466.276001
2017-11-24,8250.97833333,474.911011
2017-11-23,8236.72,410.165985
2017-11-22,8268.035,380.652008
2017-11-21,8059.8,360.401001
2017-11-20,8049.72,366.730011
2017-11-19,8007.65406667,354.385986
2017-11-18,7817.14038333,347.612
2017-11-17,7868.77,332.394012
2017-11-16,7815.0307,330.924011
2017-11-15,7301.42992,333.356995
2017-11-14,6493.63,337.631012
2017-11-13,6550.22753333,316.716003
2017-11-12,5716.30158333,307.90799
2017-11-11,6569.22,314.681
2017-11-10,6719.39785,299.252991
2017-11-09,7158.03706,320.884003
